0,-9.52549554,-11.78889886,0.540280083,-2.14606026,-2.11468511,-1.9739182,-3.80894321,-8.994628002,1.657862926,4.926526053
-9.52549554,5.37707288,4.940476201,1.063617585,1.8976376,-0.750493588,2.453330492,6.45073084,0.224646074,2.44098667,-2.24646074
-11.78889886,4.940476201,6.303879522,1.257516012,1.661040921,-0.941882003,3.3544248,4.804162968,3.217835384,-0.442882265,-3.086687257
0.540280083,1.063617585,1.257516012,-2.317368579,1.531861977,0.206448487,-1.366280269,1.164018065,0.817636409,-0.30120144,-3.719837784
-2.14606026,1.8976376,1.661040921,1.531861977,1.11820232,-0.257903733,1.178244396,3.335805948,0.245353673,3.814279134,-2.167395362
-2.11468511,-0.750493588,-0.968864632,0.206448487,-0.257903733,-0.971374644,1.060901335,3.18144021,-0.967609626,2.521307054,-2.393923945
-1.93898427,2.418396562,4.681799883,-1.401214199,1.143310466,1.025967405,-2.473823064,0.322536542,2.301681004,0.120480576,-3.328903415
-3.80894321,6.45073084,4.804162968,1.164018065,3.335805948,3.18144021,0.357470472,6.957753264,4.578889391,3.423656368,0.040160192
-8.994628002,0.224646074,3.217835384,0.817636409,0.245353673,-0.967609626,2.336614934,4.578889391,-0.774338702,2.102762553,-2.632375085
1.657862926,2.44098667,-0.442882265,-0.30120144,3.814279134,2.521307054,0.155414506,3.423656368,2.102762553,2.247715746,-2.112802601
4.926526053,-2.24646074,-3.086687257,-3.719837784,-2.167395362,-2.393923945,-3.293969485,0.040160192,-2.632375085,-2.112802601,-5.34005053
